,Rank,Name,City,State,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website,lat,lon
89,90.0,University of Miami (FL),Coral Gables,FL,Private,12002.0,17003.0,29184.0,20647.0,66274.0,99600.0,36.0,1230.0,1420.0,28.0,32.0,www.miami.edu,25.72149,-80.2683838
90,91.0,Southern Methodist University,Dallas,TX,Private,6917.0,11789.0,32190.0,33203.0,72408.0,110400.0,49.0,1270.0,1440.0,28.0,32.0,www.smu.edu,32.7762719,-96.7968559
91,92.0,Colorado College,Colorado Springs,CO,Private,2118.0,2450.0,34032.0,36872.0,68616.0,97900.0,15.0,,,,,www.coloradocollege.edu,38.8339578,-104.8253485
92,93.0,Worcester Polytechnic Institute,Worcester,MA,Private,4654.0,6642.0,40376.0,19515.0,65046.0,135500.0,48.0,,,,,www.wpi.edu,42.2761217,-71.8058232
93,94.0,Colorado School of Mines,Golden,CO,Public,4811.0,6209.0,25710.0,10725.0,52698.0,139600.0,56.0,1310.0,1450.0,28.0,32.0,www.mines.edu,39.755543,-105.2210997
94,95.0,Brigham Young University,Provo,UT,Private,34334.0,35807.0,12974.0,4843.0,18370.0,108000.0,52.0,1210.0,1410.0,27.0,32.0,www.byu.edu,40.2338438,-111.6585337
95,96.0,Brandeis University,Waltham,MA,Private,3869.0,5721.0,31138.0,35487.0,70943.0,113200.0,34.0,1280.0,1470.0,29.0,33.0,www.brandeis.edu,42.3756401,-71.2358004
96,97.0,Yeshiva University,New York,NY,Private,2884.0,6330.0,36306.0,26972.0,60525.0,112800.0,63.0,1160.0,1420.0,23.0,29.0,www.yu.edu,40.7127281,-74.0060152
97,98.0,"University of Minnesota, Twin Cities",Minneapolis,MN,Public,45796.0,51848.0,17396.0,8760.0,39655.0,104000.0,50.0,1270.0,1480.0,26.0,31.0,www.umn.edu,44.9772995,-93.2654692
98,99.0,University of Georgia,Athens,GA,Public,30690.0,37606.0,14625.0,10076.0,44978.0,100700.0,54.0,1200.0,1370.0,26.0,31.0,www.uga.edu,33.9597677,-83.376398
99,100.0,Case Western Reserve University,Cleveland,OH,Private,5292.0,11824.0,35316.0,28295.0,65384.0,117800.0,33.0,1340.0,1520.0,30.0,33.0,www.case.edu,41.5051613,-81.6934446
100,101.0,Skidmore College,Saratoga Springs,NY,Private,2684.0,2835.0,27410.0,41746.0,69450.0,99700.0,25.0,1205.0,1400.0,27.0,31.0,www.skidmore.edu,43.0821793,-73.7853915
101,102.0,Occidental College,Los Angeles,CA,Private,1972.0,2123.0,29211.0,35704.0,71756.0,105700.0,42.0,1280.0,1440.0,27.0,32.0,www.oxy.edu,34.0536909,-118.242766
102,103.0,"Texas A&amp;M University, College Station",College Station,TX,Public,53515.0,67929.0,20282.0,8748.0,53848.0,115700.0,71.0,1140.0,1360.0,25.0,30.0,www.tamu.edu,30.5955289,-96.3071042
103,104.0,Union College (NY),Schenectady,NY,Private,2214.0,2267.0,32720.0,29135.0,68610.0,117500.0,37.0,,,,,www.union.edu,42.8142432,-73.9395687
104,105.0,Reed College,Portland,OR,Private,1470.0,1490.0,31815.0,35130.0,69820.0,104900.0,36.0,1310.0,1500.0,30.0,33.0,www.reed.edu,45.5202471,-122.6741949
105,106.0,Tulane University,New Orleans,LA,Private,8873.0,12384.0,34240.0,33035.0,69764.0,105300.0,21.0,1330.0,1490.0,30.0,33.0,www.tulane.edu,29.9499323,-90.0701156
106,107.0,Bentley University,Waltham,MA,Private,4352.0,5543.0,35671.0,26565.0,66180.0,116600.0,44.0,1210.0,1380.0,27.0,31.0,www.bentley.edu,42.3756401,-71.2358004
107,108.0,Virginia Tech,Blacksburg,VA,Public,26634.0,34440.0,20343.0,8261.0,44024.0,114000.0,70.0,1180.0,1360.0,25.0,30.0,vt.edu,37.2296566,-80.4136767
108,109.0,Trinity College (CT),Hartford,CT,Private,2282.0,2401.0,31808.0,40346.0,71470.0,110900.0,34.0,1260.0,1420.0,28.0,32.0,www.trincoll.edu/Pages/default.aspx,41.764582,-72.6908547
109,110.0,Rose-Hulman Institute of Technology,Terre Haute,IN,Private,2245.0,2254.0,36906.0,20967.0,65031.0,135800.0,61.0,1260.0,1450.0,27.0,32.0,www.rose-hulman.edu,39.4667025,-87.4139119
110,111.0,Bryn Mawr College,Bryn Mawr,PA,Private,1442.0,1640.0,25672.0,37710.0,68410.0,95300.0,38.0,1310.0,1500.0,29.0,33.0,www.brynmawr.edu,40.0198335,-75.3046299
111,112.0,Rhode Island School of Design,Providence,RI,Private,2030.0,2440.0,46277.0,26169.0,67620.0,100600.0,32.0,1130.0,1370.0,25.0,31.0,www.risd.edu,41.8239891,-71.4128343
112,113.0,Rensselaer Polytechnic Institute,Troy,NY,Private,6371.0,7592.0,34839.0,30596.0,70132.0,134100.0,43.0,1320.0,1500.0,28.0,32.0,www.rpi.edu,40.7402557,-74.0055355
113,114.0,Franklin and Marshall College,Lancaster,PA,Private,2283.0,2440.0,27531.0,43377.0,70430.0,109700.0,34.0,,,,,fandm.edu,40.03813,-76.3056686
114,115.0,"California Polytechnic State University, San Luis Obispo",San Luis Obispo,CA,Public,21098.0,22370.0,19979.0,5891.0,39033.0,119500.0,35.0,1200.0,1380.0,26.0,31.0,calpoly.edu,35.3540209,-120.3757163
115,116.0,St. Olaf College,Northfield,MN,Private,3035.0,3137.0,24250.0,28573.0,58330.0,101900.0,43.0,1150.0,1400.0,25.0,31.0,wp.stolaf.edu,44.4582041,-93.161159
116,117.0,Pennsylvania State University,State College,PA,Public,43709.0,47119.0,30373.0,10060.0,51572.0,105500.0,50.0,1160.0,1340.0,25.0,30.0,www.psu.edu,40.7944504,-77.8616386
117,118.0,Purdue University,West Lafayette,IN,Public,32534.0,42699.0,13746.0,10703.0,41614.0,110000.0,57.0,1150.0,1380.0,25.0,31.0,www.purdue.edu,40.4258686,-86.9080655
118,119.0,The Juilliard School,New York,NY,Private,590.0,927.0,32829.0,29417.0,62600.0,97400.0,6.0,,,,,,40.7127281,-74.0060152
119,120.0,Dickinson College,Carlisle,PA,Private,2382.0,2422.0,28464.0,34171.0,69071.0,100100.0,49.0,,,,,www.dickinson.edu,40.201499,-77.1890783
120,121.0,Ohio State University,Columbus,OH,Public,49185.0,59837.0,17726.0,9730.0,46141.0,98600.0,48.0,1260.0,1450.0,27.0,31.0,www.osu.edu,39.9622601,-83.0007065
121,122.0,Wheaton College (IL),Wheaton,IL,Private,2544.0,2900.0,28005.0,16173.0,47696.0,99700.0,85.0,1230.0,1410.0,27.0,32.0,www.wheaton.edu,41.8646959,-88.1101709
122,123.0,Rutgers University,New Brunswick,NJ,Public,40523.0,49577.0,20379.0,13896.0,47518.0,111000.0,58.0,1190.0,1400.0,,,www.rutgers.edu,40.4862174,-74.4518173
123,124.0,Loyola Marymount University,Los Angeles,CA,Private,6591.0,9618.0,40676.0,19787.0,64735.0,113300.0,52.0,1180.0,1360.0,26.0,31.0,www.lmu.edu,34.0536909,-118.242766
124,125.0,University of Portland,Portland,OR,Private,3967.0,4396.0,35329.0,23282.0,59236.0,104900.0,70.0,1140.0,1320.0,23.0,29.0,www.up.edu,45.5202471,-122.6741949
125,126.0,American University,Washington,DC,Private,8606.0,13858.0,36567.0,29412.0,64234.0,102900.0,29.0,1180.0,1350.0,26.0,30.0,www.american.edu,38.8949924,-77.0365581
126,127.0,Furman University,Greenville,SC,Private,2863.0,2949.0,27508.0,30434.0,63706.0,98800.0,61.0,1190.0,1380.0,26.0,31.0,www2.furman.edu/Pages/default.aspx,34.851354,-82.3984882
127,128.0,Connecticut College,New London,CT,Private,1817.0,1928.0,30244.0,39603.0,69440.0,100800.0,38.0,,,,,www.conncoll.edu,41.3556187,-72.0997804
128,129.0,Pepperdine University,Malibu,CA,Private,3803.0,7710.0,33814.0,31980.0,70862.0,103900.0,40.0,1200.0,1390.0,26.0,31.0,www.pepperdine.edu,45.9482191,-75.8745834
129,130.0,University of Connecticut,Storrs,CT,Public,20662.0,27578.0,20681.0,13630.0,53112.0,105200.0,48.0,1210.0,1390.0,26.0,31.0,uconn.edu,41.8084314,-72.2495231
130,131.0,"Indiana University, Bloomington",Bloomington,IN,Public,41317.0,43710.0,14351.0,11647.0,48739.0,97100.0,76.0,1140.0,1350.0,25.0,31.0,www.indiana.edu,39.1670396,-86.5342881
131,132.0,DePauw University,Greencastle,IN,Private,2158.0,2253.0,22323.0,31570.0,62567.0,101000.0,67.0,1110.0,1330.0,24.0,29.0,www.depauw.edu,39.6444898,-86.8647316
132,133.0,Elon University,Elon,NC,Private,6214.0,6791.0,34459.0,14061.0,49642.0,93700.0,67.0,1140.0,1330.0,25.0,29.0,www.elon.edu,36.1029132,-79.5066895
133,134.0,Clemson University,Clemson,SC,Public,19506.0,24387.0,17696.0,10296.0,50516.0,106700.0,47.0,1220.0,1390.0,27.0,31.0,www.clemson.edu,34.6850749,-82.8364111
134,135.0,Fairfield University,Fairfield,CT,Private,4511.0,5192.0,36929.0,24180.0,64325.0,116900.0,61.0,,,,,www.fairfield.edu,41.1412078,-73.2637258
135,136.0,James Madison University,Harrisonburg,VA,Public,21167.0,21836.0,20204.0,8556.0,42522.0,102600.0,75.0,1100.0,1260.0,23.0,28.0,www.jmu.edu,38.4493315,-78.8688833
136,137.0,Mount Holyoke College,South Hadley,MA,Private,2334.0,2393.0,26239.0,31370.0,63900.0,92100.0,51.0,1270.0,1463.0,29.0,33.0,https://www.mtholyoke.edu,42.2495463,-72.582258
137,138.0,Gettysburg College,Gettysburg,PA,Private,2411.0,2615.0,27597.0,29795.0,66710.0,109300.0,46.0,,,,,www.gettysburg.edu,39.8308973,-77.231012
138,139.0,"North Carolina State University, Raleigh",Raleigh,NC,Public,26961.0,34432.0,15024.0,10998.0,42048.0,106500.0,51.0,1230.0,1390.0,26.0,31.0,www.ncsu.edu,35.7803977,-78.6390989
139,140.0,University of Denver,Denver,CO,Private,6080.0,11434.0,32174.0,26702.0,65376.0,105100.0,58.0,1160.0,1350.0,25.0,30.0,www.du.edu,39.7392364,-104.9848623
140,141.0,Fordham University,Bronx,NY,Private,10137.0,16037.0,35694.0,27530.0,72239.0,112500.0,46.0,1230.0,1410.0,27.0,31.0,www.fordham.edu,40.8466508,-73.8785937
141,142.0,University of San Diego,San Diego,CA,Private,6177.0,8905.0,34752.0,24364.0,65426.0,109400.0,50.0,1180.0,1350.0,26.0,30.0,www.sandiego.edu,32.7174202,-117.1627728
142,143.0,Trinity University (TX),San Antonio,TX,Private,2406.0,2571.0,23144.0,26174.0,56880.0,102900.0,38.0,1230.0,1410.0,27.0,32.0,web.trinity.edu,29.4246002,-98.4951405
143,144.0,University of Pittsburgh,Pittsburgh,PA,Public,20822.0,28642.0,28331.0,12484.0,44812.0,100400.0,60.0,1240.0,1418.0,27.0,32.0,www.pitt.edu,40.4416941,-79.9900861
144,145.0,"Binghamton University, SUNY",Binghamton,NY,Public,14736.0,17351.0,18378.0,8062.0,40980.0,109600.0,40.0,1290.0,1431.0,28.0,31.0,www.binghamton.edu,42.096968,-75.914341
145,146.0,"University of Colorado, Boulder",Boulder,CO,Public,30976.0,35338.0,20706.0,9787.0,54312.0,109900.0,80.0,1150.0,1340.0,25.0,30.0,www.colorado.edu,40.0149856,-105.2705456
146,147.0,University of Delaware,Newark,DE,Public,20550.0,23774.0,16892.0,8798.0,47782.0,105400.0,63.0,1130.0,1330.0,25.0,29.0,www.udel.edu,39.6852191,-75.7508289
147,148.0,Texas Christian University,Fort Worth,TX,Private,9258.0,10489.0,35429.0,24864.0,62970.0,98700.0,41.0,1130.0,1330.0,25.0,30.0,www.tcu.edu,32.753177,-97.3327459
148,149.0,College of New Jersey,Ewing,NJ,Public,7212.0,7552.0,26670.0,9936.0,45897.0,101800.0,48.0,1170.0,1330.0,,,tcnj.edu,40.2688105,-74.8006895
149,150.0,Rhodes College,Memphis,TN,Private,2010.0,2102.0,25629.0,30234.0,61538.0,97800.0,51.0,1220.0,1410.0,27.0,32.0,www.rhodes.edu,35.1490215,-90.0516285
150,151.0,Florida State University,Tallahassee,FL,Public,36787.0,41362.0,14582.0,6628.0,34904.0,92700.0,49.0,1190.0,1330.0,26.0,30.0,www.fsu.edu,30.4380832,-84.2809332
151,152.0,Stevens Institute of Technology,Hoboken,NJ,Private,3144.0,6916.0,36620.0,25762.0,67204.0,139900.0,44.0,1320.0,1470.0,29.0,33.0,www.stevens.edu/sit,40.7433066,-74.0323752
152,153.0,Denison University,Granville,OH,Private,2290.0,2341.0,24808.0,30783.0,64970.0,104800.0,37.0,1200.0,1380.0,28.0,31.0,denison.edu,40.0681192,-82.5196037
153,154.0,Sewanee—University of the South,Sewanee,TN,Private,1778.0,1835.0,27544.0,23449.0,60950.0,97800.0,47.0,,,,,www.sewanee.edu,35.2031373,-85.9210899
154,155.0,"University of Massachusetts, Amherst",Amherst,MA,Public,26735.0,30340.0,20926.0,8867.0,48135.0,103000.0,58.0,1180.0,1360.0,26.0,31.0,www.umass.edu,42.3685658,-72.505714
155,156.0,Syracuse University,Syracuse,NY,Private,22484.0,28199.0,34173.0,27878.0,65480.0,104800.0,47.0,1160.0,1350.0,25.0,30.0,syracuse.edu,43.0481221,-76.1474244
156,157.0,Sarah Lawrence College,Bronxville,NY,Private,1470.0,1696.0,33358.0,28916.0,70266.0,96100.0,53.0,1240.0,1410.0,27.0,31.0,www.slc.edu,40.9381544,-73.8320784
157,158.0,St. Lawrence University,Canton,NY,Private,2468.0,2493.0,27691.0,31866.0,68296.0,104000.0,48.0,1205.0,1365.0,26.0,30.0,www.stlawu.edu,44.5956163,-75.1690942
158,159.0,Michigan State University,East Lansing,MI,Public,42252.0,50019.0,18576.0,10911.0,53424.0,100800.0,72.0,1100.0,1320.0,23.0,28.0,www.msu.edu,42.7355416,-84.4852469
159,160.0,University of Iowa,Iowa City,IA,Public,27051.0,32166.0,15103.0,8045.0,44251.0,99400.0,86.0,1140.0,1370.0,23.0,28.0,www.uiowa.edu,41.6612561,-91.5299106
160,161.0,Saint Louis University,St. Louis,MO,Private,14373.0,14581.0,27341.0,23580.0,57214.0,95300.0,64.0,1170.0,1390.0,25.0,31.0,www.slu.edu,38.6264178,-90.1998378
161,162.0,Seattle University,Seattle,WA,Private,5250.0,7278.0,35021.0,22438.0,59607.0,113700.0,74.0,1130.0,1330.0,24.0,29.0,www.seattleu.edu/default.aspx,47.6038321,-122.3300624
162,163.0,Manhattan School of Music,New York,NY,Private,451.0,1007.0,47116.0,24906.0,66200.0,,43.0,,,,,,40.7127281,-74.0060152
163,164.0,Kalamazoo College,Kalamazoo,MI,Private,1436.0,1469.0,23579.0,29059.0,59267.0,94500.0,73.0,1180.0,1380.0,26.0,30.0,www.kzoo.edu,42.291707,-85.5872286
164,165.0,University of Dayton,Dayton,OH,Private,8660.0,10882.0,32721.0,21293.0,57680.0,105000.0,72.0,1100.0,1310.0,24.0,29.0,www.udayton.edu,39.7589478,-84.1916069
165,166.0,Auburn University,Auburn,AL,Public,23846.0,29776.0,23416.0,9030.0,49954.0,104500.0,84.0,1130.0,1310.0,24.0,30.0,www.auburn.edu,32.541478,-85.5347355
166,167.0,Saint Joseph's University (PA),Philadelphia,PA,Private,5705.0,8085.0,33480.0,23892.0,60854.0,105100.0,77.0,1110.0,1290.0,23.0,28.0,www.sju.edu,39.9527237,-75.1635262
167,168.0,University of Vermont,Burlington,VT,Public,12945.0,13340.0,18877.0,16347.0,56890.0,99400.0,67.0,1180.0,1350.0,25.0,30.0,www.uvm.edu,44.4761601,-73.212906
168,169.0,Samford University,Birmingham,AL,Private,3446.0,5509.0,29032.0,14879.0,46474.0,90500.0,83.0,1080.0,1280.0,23.0,29.0,www.samford.edu,33.5206824,-86.8024326
169,170.0,Gonzaga University,Spokane,WA,Private,5333.0,7506.0,32623.0,21169.0,57350.0,107600.0,65.0,1180.0,1350.0,26.0,30.0,www.gonzaga.edu,47.6571934,-117.4235106
170,171.0,Wofford College,Spartanburg,SC,Private,1678.0,1737.0,24722.0,28158.0,57749.0,96600.0,69.0,1120.0,1310.0,29.0,30.0,www.wofford.edu,34.9498007,-81.9320157
171,172.0,Providence College,Providence,RI,Private,4484.0,4646.0,38823.0,26359.0,64984.0,106900.0,52.0,1160.0,1330.0,26.0,30.0,www.providence.edu/Pages/default.aspx,41.8239891,-71.4128343
172,173.0,University of Puget Sound,Tacoma,WA,Private,2545.0,2701.0,37074.0,21534.0,63510.0,101300.0,84.0,,,,,www.pugetsound.edu,47.2495798,-122.4398746
173,174.0,"CUNY, Baruch College",New York,NY,Public,18289.0,18775.0,2695.0,8944.0,39172.0,107100.0,29.0,1190.0,1350.0,,,www.baruch.cuny.edu,40.7127281,-74.0060152
174,175.0,Loyola University Maryland,Baltimore,MD,Private,4175.0,5783.0,36350.0,26091.0,64520.0,111200.0,75.0,,,,,www.loyola.edu,39.2908816,-76.610759
175,176.0,"SUNY, Stony Brook (Stony Brook University)",Stony Brook,NY,Public,19871.0,25989.0,13770.0,9968.0,42981.0,107800.0,42.0,1210.0,1410.0,26.0,31.0,www.stonybrook.edu,40.9087015,-73.1396036
176,177.0,George Mason University,Fairfax,VA,Public,32249.0,35984.0,19779.0,8567.0,51672.0,105700.0,81.0,1100.0,1290.0,24.0,30.0,www.gmu.edu,38.8462236,-77.3063733
177,178.0,Chapman University,Orange,CA,Private,6756.0,9392.0,39228.0,26378.0,69464.0,99400.0,57.0,1190.0,1360.0,25.0,30.0,www.chapman.edu,45.8413938,-74.2170523
178,179.0,Muhlenberg College,Allentown,PA,Private,2367.0,2535.0,31014.0,25282.0,65330.0,101900.0,48.0,1140.0,1340.0,25.0,30.0,www.muhlenberg.edu,40.6022059,-75.4712794
179,180.0,Marquette University,Milwaukee,WI,Private,8486.0,11426.0,29120.0,20717.0,55273.0,105900.0,89.0,1130.0,1310.0,24.0,29.0,www.marquette.edu,43.0349931,-87.922497
180,181.0,San Diego State University,San Diego,CA,Public,31609.0,35158.0,14030.0,7549.0,40104.0,102800.0,35.0,1090.0,1290.0,23.0,28.0,www.sdsu.edu,32.7174202,-117.1627728
181,182.0,Northeastern University,Boston,MA,Private,18760.0,21489.0,29748.0,34691.0,68177.0,109700.0,27.0,1370.0,1520.0,32.0,34.0,www.northeastern.edu,42.3602534,-71.0582912
182,183.0,"University of California, Santa Cruz",Santa Cruz,CA,Public,17925.0,19457.0,17877.0,18050.0,64054.0,104700.0,51.0,1160.0,1340.0,26.0,31.0,www.ucsc.edu,37.050096,-121.9905908
183,184.0,Lewis &amp; Clark College,Portland,OR,Private,2174.0,3339.0,34838.0,25539.0,62086.0,93200.0,71.0,1210.0,1390.0,27.0,31.0,www.lclark.edu,45.5202471,-122.6741949
184,185.0,Miami University (OH),Oxford,OH,Public,18239.0,19700.0,21288.0,11894.0,51064.0,107300.0,68.0,1190.0,1380.0,26.0,31.0,miamioh.edu,39.5103048,-84.7420519
185,186.0,"Arizona State University, Tempe",Tempe,AZ,Public,46038.0,51164.0,11163.0,12081.0,44110.0,100900.0,84.0,1120.0,1350.0,22.0,29.0,www.asu.edu,33.4255056,-111.9400125
186,187.0,University of Utah,Salt Lake City,UT,Public,28686.0,32800.0,13728.0,7990.0,42916.0,102600.0,66.0,1110.0,1350.0,22.0,29.0,www.utah.edu,40.7596198,-111.8867975
187,188.0,"University of Oklahoma, Norman",Norman,OK,Public,24255.0,28527.0,19254.0,9372.0,43764.0,100600.0,74.0,1150.0,1380.0,23.0,29.0,www.ou.edu,35.2225717,-97.4394816
188,189.0,Marist College,Poughkeepsie,NY,Private,6236.0,6657.0,35290.0,15637.0,54880.0,101000.0,43.0,,,,,www.marist.edu,41.7065539,-73.9283672
189,190.0,Hobart and William Smith Colleges,Geneva,NY,Private,2244.0,2295.0,35172.0,25110.0,69775.0,108500.0,64.0,1150.0,1330.0,25.0,30.0,www.hws.edu,42.8690271,-76.9786122
190,191.0,University of Oregon,Eugene,OR,Public,22400.0,22887.0,15693.0,8662.0,49542.0,95800.0,83.0,1080.0,1270.0,22.0,28.0,www.uoregon.edu,44.0505054,-123.0950506
191,192.0,Drake University,Des Moines,IA,Private,3606.0,4904.0,27578.0,21239.0,54020.0,99900.0,69.0,1100.0,1350.0,24.0,30.0,www.drake.edu,41.5910323,-93.6046655
192,193.0,Lawrence University,Appleton,WI,Private,1467.0,1545.0,25117.0,28643.0,58458.0,98800.0,61.0,1220.0,1460.0,25.0,32.0,www.lawrence.edu,44.2611337,-88.4067604
193,194.0,Creighton University,Omaha,NE,Private,4626.0,8654.0,30427.0,20293.0,53452.0,95800.0,72.0,1070.0,1290.0,25.0,30.0,www.creighton.edu,41.2587459,-95.9383758
194,195.0,Hillsdale College,Hillsdale,MI,Private,1520.0,1556.0,,18540.0,40552.0,,41.0,1280.0,1440.0,28.0,32.0,www.hillsdale.edu,41.8779105,-84.5984396
