Rank,Name,City,Code,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website,lat,lon,State
254,Saint John's University (MN),Collegeville,MN,Private,1815,1816,23977.0,27780.0,55872,108400.0,80.0,970.0,1190.0,22.0,27.0,www.csbsju.edu/About/Saint-Johns-University.htm,45.5944117,-94.3622868,Minnesota
255,California Lutheran University,Thousand Oaks,CA,Private,3207,4236,25871.0,27282.0,59877,95000.0,73.0,1060.0,1230.0,21.0,27.0,www.callutheran.edu,34.1714271,-118.91058770000001,California
256,"Embry-Riddle Aeronautical University, Prescott",Prescott,AZ,Private,2543,2663,32898.0,15756.0,51036,117900.0,77.0,1130.0,1350.0,23.0,29.0,www.prescott.erau.edu,34.539996200000004,-112.4687616,Arizona
257,Beloit College,Beloit,WI,Private,1402,1509,13972.0,30344.0,59442,85700.0,54.0,,,,,www.beloit.edu,42.508327200000004,-89.031784,Wisconsin
258,Western Washington University,Bellingham,WA,Public,15915,16246,16220.0,6500.0,38067,99300.0,85.0,1080.0,1280.0,22.0,28.0,www.wwu.edu,48.754401200000004,-122.47883610000001,Washington
259,Rockhurst University,Kansas City,MO,Private,2176,3043,22901.0,26031.0,51631,92500.0,72.0,1050.0,1230.0,22.0,27.0,www.rockhurst.edu,39.100105,-94.5781416,Missouri
260,University of Kansas,Lawrence,KS,Public,20894,27625,18814.0,9205.0,41074,98600.0,93.0,,,23.0,28.0,www.ku.edu,38.9719384,-95.2359496,Kansas
261,Oregon State University,Corvallis,OR,Public,29777,30896,20493.0,8263.0,44706,104800.0,79.0,1070.0,1300.0,22.0,28.0,oregonstate.edu,44.5645659,-123.2620435,Oregon
262,"University of Maryland, Baltimore County",Baltimore,MD,Public,12702,13662,20539.0,9402.0,41674,103600.0,60.0,1140.0,1360.0,24.0,29.0,www.umbc.edu,39.2908816,-76.610759,Maryland
263,Point Loma Nazarene University,San Diego,CA,Private,3313,4417,31452.0,16687.0,49844,90100.0,76.0,1100.0,1290.0,23.0,28.0,www.pointloma.edu,32.7174202,-117.16277279999998,California
264,Wheaton College (MA),Norton,MA,Private,1688,1695,27875.0,31592.0,65818,97500.0,48.0,1150.0,1350.0,26.0,30.0,www.wheatoncollege.edu,41.9667666,-71.1869939,Massachusetts
265,New School,New York,NY,Private,8911,10389,40819.0,19358.0,69475,101700.0,62.0,1100.0,1310.0,24.0,28.0,www.newschool.edu,40.7127281,-74.0060152,New York
266,Calvin University,Grand Rapids,MI,Private,3840,4232,25596.0,18532.0,46790,91100.0,83.0,1100.0,1330.0,23.0,30.0,www.calvin.edu,42.963240500000005,-85.66786390000001,Michigan
267,Christopher Newport University,Newport News,VA,Public,5001,5081,22351.0,5737.0,41876,87200.0,72.0,,,,,www.cnu.edu,37.1061414,-76.50080030000001,Virginia
268,New Jersey Institute of Technology,Newark,NJ,Public,9366,11446,19409.0,13782.0,51518,121300.0,61.0,1190.0,1370.0,24.0,30.0,www.njit.edu,40.735657,-74.1723667,New Jersey
269,Juniata College,Huntingdon,PA,Private,1495,1638,24795.0,29639.0,58165,93100.0,71.0,,,,,www.juniata.edu,40.484795899999995,-78.0102813,Pennsylvania
270,College of the Ozarks,Point Lookout,MO,Private,1508,1773,8352.0,15362.0,29539,71100.0,13.0,1088.0,1235.0,21.0,26.0,www.cofo.edu,36.6161033,-93.23984250000001,Missouri
271,University of Arkansas,Fayetteville,AR,Public,24344,27558,16069.0,6629.0,40162,98000.0,66.0,1110.0,1280.0,23.0,29.0,www.uark.edu,36.0625843,-94.1574328,Arkansas
272,"California State University, Long Beach",Long Beach,CA,Public,34415,37622,9423.0,8454.0,35946,101700.0,28.0,1020.0,1230.0,20.0,26.0,www.csulb.edu,33.7690164,-118.191604,California
273,"California State Polytechnic University, Pomona",Pomona,CA,Public,24747,26053,13068.0,7957.0,37937,110800.0,55.0,1010.0,1230.0,20.0,27.0,www.csupomona.edu,34.05538129999999,-117.75174960000001,California
274,"CUNY, Queens College",Queens,NY,Public,19866,20379,3318.0,9104.0,35692,96700.0,43.0,1060.0,1220.0,,,www.qc.cuny.edu/Pages/home.aspx,40.74982429999999,-73.7976337,New York
275,University of Redlands,Redlands,CA,Private,3556,4898,29520.0,30419.0,67024,102400.0,75.0,1070.0,1250.0,23.0,28.0,www.redlands.edu,34.055735,-117.1888961,California
276,Michigan Technological University,Houghton,MI,Public,6148,7292,15481.0,11959.0,46344,116300.0,74.0,1160.0,1340.0,25.0,30.0,www.mtu.edu,46.8591287,-88.7774734,Michigan
277,New College of Florida,Sarasota,FL,Public,859,885,10248.0,9341.0,43678,86500.0,69.0,1190.0,1380.0,25.0,30.0,www.ncf.edu,27.3364347,-82.5306527,Florida
278,University of Dallas,Irving,TX,Private,1505,2510,23663.0,25952.0,54876,96400.0,47.0,1140.0,1370.0,24.0,31.0,www.udallas.edu,32.829518300000004,-96.9442177,Texas
279,"University of Illinois, Chicago",Chicago,IL,Public,19476,30539,13866.0,13415.0,43518,103800.0,77.0,1080.0,1330.0,20.0,26.0,www.uic.edu/uic,41.875561600000005,-87.6244212,Illinois
280,Wabash College,Crawfordsville,IN,Private,848,864,21870.0,28547.0,54600,114400.0,63.0,1070.0,1280.0,23.0,28.0,www.wabash.edu,40.0401991,-86.8990249,Indiana
281,Washington College,Chestertown,MD,Private,1484,1520,28943.0,26844.0,61010,93500.0,48.0,,,,,www.washcoll.edu,39.2089986,-76.0666126,Maryland
282,Saint Michael's College,Colchester,VT,Private,2077,2126,30142.0,23373.0,57560,98500.0,85.0,,,,,www.smcvt.edu,44.536001500000005,-73.2058402,Vermont
283,The Catholic University of America,Washington,DC,Private,3323,6023,32731.0,24577.0,62482,105100.0,83.0,,,,,www.cua.edu,38.8949924,-77.0365581,District of Columbia
284,Massachusetts Maritime Academy,Buzzards Bay,MA,Public,1780,1811,18027.0,10571.0,43085,117500.0,83.0,1040.0,1200.0,21.0,25.0,www.maritime.edu,41.745383000000004,-70.618087,Massachusetts
285,Siena College,Loudonville,NY,Private,3226,3288,27588.0,24332.0,53855,101500.0,78.0,,,,,www.siena.edu/pages/1.asp,42.704800899999995,-73.75484240000002,New York
286,Bennington College,Bennington,VT,Private,782,851,29815.0,35753.0,70760,90000.0,57.0,,,,,www.bennington.edu/Home.aspx,42.8783183,-73.1971692,Vermont
287,John Carroll University,University Heights,OH,Private,3273,3545,25017.0,25797.0,55820,97300.0,85.0,1000.0,1140.0,22.0,27.0,www.sites.jcu.edu,41.497831,-81.537346,Ohio
288,Saint Mary's College (IN),Notre Dame,IN,Private,1637,1690,23244.0,25970.0,55200,89300.0,78.0,1030.0,1250.0,23.0,29.0,www.saintmarys.edu,41.704567700000005,-86.2382203,Indiana
289,Seattle Pacific University,Seattle,WA,Private,3359,3783,30299.0,23350.0,56485,103400.0,91.0,1060.0,1280.0,21.0,27.0,www.spu.edu,47.6038321,-122.3300624,Washington
290,"University at Albany, SUNY",Albany,NY,Public,14939,17743,18093.0,9096.0,40562,101700.0,54.0,1080.0,1260.0,22.0,26.0,www.albany.edu,42.6511674,-73.754968,New York
291,Messiah College,Mechanicsburg,PA,Private,2866,3331,27200.0,18110.0,47930,93100.0,77.0,1100.0,1310.0,22.0,29.0,www.messiah.edu,40.2101972,-77.0047276,Pennsylvania
292,Hofstra University,Hempstead,NY,Private,7438,11131,32240.0,24541.0,61260,110400.0,64.0,1130.0,1310.0,24.0,29.0,www.hofstra.edu,40.7063185,-73.618684,New York
293,Biola University,La Mirada,CA,Private,4256,6172,31492.0,18028.0,54516,92500.0,72.0,1063.0,1298.0,21.0,28.0,www.biola.edu,33.906097100000004,-118.0107092,California
294,Duquesne University,Pittsburgh,PA,Private,6467,9190,28961.0,19545.0,52108,96100.0,72.0,1120.0,1270.0,24.0,29.0,www.duq.edu,40.4416941,-79.99008609999998,Pennsylvania
295,San Jose State University,San Jose,CA,Public,27394,35835,14627.0,8545.0,40046,114700.0,67.0,1000.0,1210.0,19.0,26.0,www.sjsu.edu,37.3361905,-121.890583,California
296,Ursinus College,Collegeville,PA,Private,1507,1576,29219.0,32962.0,66242,101800.0,78.0,1110.0,1310.0,24.0,30.0,www.ursinus.edu,40.1856597,-75.451571,Pennsylvania
297,Saint Mary's College of California,Moraga,CA,Private,3018,3913,33570.0,29572.0,65524,110800.0,82.0,1060.0,1240.0,22.0,27.0,www.stmarys-ca.edu,37.834897,-122.12883000000001,California
298,Regis University,Denver,CO,Private,5127,8341,23672.0,21367.0,51202,94800.0,60.0,1070.0,1266.0,20.0,26.0,www.regis.edu,39.7392364,-104.98486229999999,Colorado
299,Temple University,Philadelphia,PA,Public,31739,39967,23366.0,10739.0,44190,95900.0,57.0,,,,,www.temple.edu,39.9527237,-75.16352619999999,Pennsylvania
300,"California State University, Fullerton",Fullerton,CA,Public,38279,40905,8737.0,8436.0,39222,98400.0,46.0,1020.0,1180.0,19.0,24.0,www.fullerton.edu,33.870821500000005,-117.9294165,California
301,"CUNY, Hunter College",New York,NY,Public,20626,23005,3170.0,8039.0,29454,94500.0,40.0,1120.0,1290.0,,,www.hunter.cuny.edu/main,40.7127281,-74.0060152,New York
302,Ohio Northern University,Ada,OH,Private,2310,3088,23100.0,20796.0,46118,103900.0,66.0,1130.0,1310.0,22.0,28.0,www.onu.edu,38.8398935,-83.5051704,Ohio
303,Maryland Institute College of Art,,MD,Private,2041,2128,38763.0,18939.0,62850,84500.0,62.0,1060.0,1290.0,24.0,29.0,,39.5162234,-76.9382069,Maryland
304,Bradley University,Peoria,IL,Private,4669,5844,24814.0,19250.0,46680,104900.0,71.0,1080.0,1290.0,22.0,28.0,www.bradley.edu,40.6938609,-89.5891008,Illinois
305,Appalachian State University,Boone,NC,Public,17811,18811,13691.0,8312.0,33819,82700.0,70.0,1100.0,1270.0,23.0,27.0,www.appstate.edu,36.216795,-81.6745517,North Carolina
306,University of Houston,Houston,TX,Public,40813,45364,16392.0,9530.0,37306,103900.0,61.0,1110.0,1280.0,23.0,27.0,www.uh.edu,29.7589382,-95.36769740000001,Texas
307,Transylvania University,Lexington,KY,Private,966,983,25405.0,21960.0,50550,85600.0,95.0,,,,,www.transy.edu,38.0464066,-84.4970393,Kentucky
308,University of Kentucky,Lexington,KY,Public,23718,29465,18527.0,9387.0,45634,96400.0,96.0,1080.0,1330.0,22.0,28.0,www.uky.edu,38.0464066,-84.4970393,Kentucky
309,California State University Maritime Academy,Vallejo,CA,Public,1090,1181,16416.0,7716.0,39962,129600.0,66.0,,,,,www.csum.edu/web/mycampus/home;jsessionid=788be41b906ebd9485432c0ba641d830,38.1040864,-122.25663670000002,California
310,Presbyterian College,Clinton,SC,Private,1135,1280,18504.0,31372.0,51910,89900.0,65.0,1020.0,1250.0,21.0,27.0,www.presby.edu,34.4726277,-81.8806562,South Carolina
311,Texas Tech University,Lubbock,TX,Public,32154,36996,17134.0,6632.0,33425,106500.0,69.0,1070.0,1240.0,22.0,27.0,www.texastech.edu,33.563520600000004,-101.879336,Texas
312,"Embry-Riddle Aeronautical University, Daytona Beach",Daytona Beach,FL,Private,5777,6338,33120.0,15100.0,51828,111200.0,75.0,1080.0,1310.0,22.0,28.0,daytonabeach.erau.edu,29.2108147,-81.02283309999999,Florida
313,University of Cincinnati,Cincinnati,OH,Public,28857,37155,22828.0,7045.0,44490,97300.0,76.0,1120.0,1340.0,23.0,28.0,www.uc.edu,39.1014537,-84.5124602,Ohio
314,Hampden-Sydney College,Hampden-Sydney,VA,Private,1046,1054,31337.0,26751.0,60360,108600.0,55.0,1050.0,1265.0,21.0,27.0,www.hsc.edu,37.241524,-78.4709854,Virginia
315,Southwestern University,Georgetown,TX,Private,1396,1536,24993.0,25506.0,54330,93500.0,43.0,1110.0,1320.0,23.0,29.0,www.southwestern.edu,30.671598,-97.6550066,Texas
316,Whitworth University,Spokane,WA,Private,2342,2627,28229.0,26020.0,57824,88800.0,89.0,1090.0,1310.0,23.0,29.0,www.whitworth.edu,47.657193400000004,-117.42351059999999,Washington
317,Franciscan University of Steubenville,Steubenville,OH,Private,2230,2929,23699.0,10971.0,37790,86200.0,83.0,1080.0,1300.0,23.0,28.0,www.franciscan.edu,40.3697905,-80.63396379999999,Ohio
318,Belmont University,Nashville,TN,Private,6636,8012,34819.0,13488.0,50740,80900.0,81.0,1140.0,1310.0,24.0,29.0,www.belmont.edu,36.1622296,-86.7743531,Tennessee
319,Saint Anselm College,Manchester,NH,Private,1964,1995,31268.0,23338.0,56846,100300.0,76.0,1140.0,1300.0,24.0,28.0,www.anselm.edu,42.995639700000005,-71.4547891,New Hampshire
320,Towson University,Towson,MD,Public,21615,22705,17893.0,8815.0,38754,91200.0,77.0,1055.0,1210.0,21.0,25.0,www.towson.edu,39.4018552,-76.602388,Maryland
321,University of Evansville,Evansville,IN,Private,2516,2537,20517.0,26391.0,50868,89900.0,70.0,1020.0,1255.0,22.0,29.0,www.evansville.edu,37.9747645,-87.5558483,Indiana
322,Earlham College,Richmond,IN,Private,1072,1128,19454.0,36987.0,58670,88400.0,52.0,1190.0,1400.0,25.0,30.0,www.earlham.edu,39.828689700000005,-84.8898521,Indiana
323,College of Charleston,Charleston,SC,Public,10863,11322,19311.0,9018.0,48057,85100.0,80.0,1070.0,1230.0,22.0,27.0,www.cofc.edu,32.7876012,-79.9402728,South Carolina
324,Dordt University,Sioux Center,IA,Private,1533,1579,23792.0,16673.0,43800,89600.0,72.0,1050.0,1320.0,22.0,28.0,www.dordt.edu,43.079692,-96.17567199999999,Iowa
325,Xavier University,Cincinnati,OH,Private,4893,6786,30019.0,20690.0,52380,94000.0,74.0,1060.0,1240.0,22.0,28.0,www.xavier.edu,39.1014537,-84.5124602,Ohio
326,Milwaukee School of Engineering,Milwaukee,WI,Private,2779,2823,21328.0,25716.0,52046,117600.0,63.0,1153.0,1360.0,25.0,30.0,www.msoe.edu/home,43.0349931,-87.92249699999999,Wisconsin
327,Pacific Lutheran University,Tacoma,WA,Private,2942,3122,24034.0,26984.0,54800,98100.0,75.0,1040.0,1270.0,21.0,27.0,www.plu.edu,47.24957979999999,-122.43987460000001,Washington
328,Pratt Institute,Brooklyn,NY,Private,4050,5035,43969.0,20362.0,65308,102300.0,57.0,1040.0,1290.0,24.0,29.0,www.pratt.edu,40.650102399999994,-73.9495829,New York
329,Kettering University,Flint,MI,Private,2129,2311,37247.0,18564.0,59227,125000.0,70.0,1190.0,1350.0,24.0,29.0,www.kettering.edu,43.016169299999994,-83.6900211,Michigan
330,St. Joseph's College (NY),Brooklyn,NY,Private,1085,1176,16973.0,14686.0,39050,86900.0,68.0,868.0,1060.0,18.0,22.0,www.sjcny.edu,40.650102399999994,-73.9495829,New York
331,Knox College,Galesburg,IL,Private,1356,1376,22998.0,29331.0,56554,95400.0,72.0,,,,,www.knox.edu,40.9479779,-90.37058420000001,Illinois
332,Master's University,Santa Clarita,CA,Private,1551,1946,26292.0,18498.0,47766,86600.0,66.0,1030.0,1240.0,20.0,23.0,www.masters.edu,34.3916641,-118.54258600000001,California
333,SUNY Maritime College,Throggs Neck,NY,Public,1778,1794,18413.0,7134.0,34958,140700.0,69.0,1100.0,1253.0,22.0,26.0,www.sunymaritime.edu,40.8214533,-73.8241911,New York
334,"University of Wisconsin, La Crosse",La Crosse,WI,Public,10480,10548,14424.0,2975.0,26055,88300.0,73.0,,,22.0,26.0,www.uwlax.edu,43.8014053,-91.2395429,Wisconsin
335,"California State University, Chico",Chico,CA,Public,17732,17875,14703.0,8615.0,36300,105100.0,68.0,990.0,1170.0,19.0,25.0,www.csuchico.edu,39.728494500000004,-121.8374777,California
336,"University of North Carolina, Wilmington",Wilmington,NC,Public,16060,16487,18093.0,5471.0,38678,80500.0,67.0,1185.0,1310.0,23.0,27.0,uncw.edu,34.2257282,-77.9447107,North Carolina
337,Rochester Institute of Technology,Rochester,NY,Private,15217,16584,30187.0,21055.0,54714,106600.0,57.0,1190.0,1380.0,26.0,32.0,www.rit.edu,43.157284999999995,-77.615214,New York
338,Wagner College,Staten Island,NY,Private,1858,2271,30106.0,26903.0,62203,105900.0,70.0,,,,,wagner.edu,40.5834557,-74.14960479999999,New York
339,Hendrix College,Conway,AR,Private,1249,1354,20695.0,35974.0,60096,90300.0,80.0,1100.0,1410.0,24.0,31.0,www.hendrix.edu,35.252199600000004,-92.6888936,Arkansas
340,Illinois State University,Normal,IL,Public,20115,20784,21345.0,9124.0,40036,95000.0,89.0,,,21.0,26.0,www.illinoisstate.edu,40.5117699,-88.99448149999999,Illinois
341,Ramapo College of New Jersey,Mahwah,NJ,Public,6120,6466,21316.0,11907.0,39973,95200.0,57.0,1050.0,1230.0,21.0,26.0,https://www.ramapo.edu,41.0887072,-74.1437552,New Jersey
342,Westminster College (UT),Salt Lake City,UT,Private,2422,2570,21109.0,20070.0,47784,92200.0,93.0,1060.0,1267.0,21.0,28.0,https://www.westminstercollege.edu,40.759619799999996,-111.88679750000001,Utah
343,Mills College,Oakland,CA,Private,869,1310,24558.0,35560.0,63767,91200.0,87.0,,,,,www.mills.edu,37.804455700000005,-122.27135630000001,California
344,Luther College,Decorah,IA,Private,2053,2214,25273.0,26533.0,54045,85900.0,65.0,1023.0,1305.0,23.0,28.0,www.luther.edu,43.3041609,-91.7859098,Iowa
345,Virginia Commonwealth University,Richmond,VA,Public,26355,30675,21655.0,9187.0,51204,88200.0,84.0,1070.0,1260.0,21.0,27.0,www.vcu.edu,37.53850870000001,-77.43428,Virginia
346,St. Norbert College,De Pere,WI,Private,2162,2165,24930.0,20123.0,48110,88700.0,79.0,1110.0,1230.0,22.0,27.0,www.snc.edu,44.448747600000004,-88.06010859999999,Wisconsin
347,University of Wyoming,Laramie,WY,Public,10874,12397,13070.0,7422.0,31387,98800.0,97.0,1040.0,1290.0,22.0,27.0,www.uwyo.edu,41.311367,-105.591101,Wyoming
348,Austin College,Sherman,TX,Private,1228,1288,21011.0,29820.0,53784,93100.0,52.0,1160.0,1360.0,23.0,29.0,www.austincollege.edu,36.2452294,-101.8858689,Texas
349,"University of Nevada, Reno",Reno,NV,Public,20196,21657,14505.0,5672.0,38398,95000.0,88.0,1070.0,1260.0,21.0,26.0,www.unr.edu,39.5261206,-119.81265810000001,Nevada
350,Simmons College,Boston,MA,Private,1825,6283,28308.0,26660.0,58230,94300.0,60.0,1130.0,1310.0,24.0,29.0,www.simmons.edu,42.3602534,-71.0582912,Massachusetts
351,Allegheny College,Meadville,PA,Private,1802,1957,22927.0,33282.0,61120,93500.0,68.0,1140.0,1320.0,23.0,29.0,allegheny.edu,41.641445000000004,-80.151449,Pennsylvania
352,Bethel University,Saint Paul,MN,Private,3006,3797,27151.0,19821.0,50350,85700.0,83.0,1030.0,1360.0,21.0,27.0,www.bethel.edu,44.9504037,-93.10150259999999,Minnesota
353,Adelphi University,Garden City,NY,Private,5768,7978,28322.0,20425.0,56358,96400.0,73.0,1060.0,1240.0,22.0,27.0,www.adelphi.edu,40.7266477,-73.6343052,New York
354,"SUNY, College at New Paltz",New Paltz,NY,Public,7565,7709,16192.0,8061.0,34080,85200.0,44.0,1100.0,1260.0,23.0,28.0,www.newpaltz.edu,41.7464972,-74.08448940000001,New York
355,Wentworth Institute of Technology,Boston,MA,Private,4457,4543,36690.0,13455.0,54071,112700.0,92.0,1080.0,1270.0,22.0,28.0,https://wit.edu,42.3602534,-71.0582912,Massachusetts
356,Drew University,Madison,NJ,Private,1678,2117,26218.0,35351.0,66486,95000.0,63.0,,,,,www.drew.edu,40.7598227,-74.417097,New Jersey
357,Gordon College,Wenham,MA,Private,1784,1963,28240.0,17558.0,49940,91300.0,89.0,1050.0,1290.0,22.0,29.0,www.gordon.edu,42.6042806,-70.8931571,Massachusetts
358,Oklahoma State University,Stillwater,OK,Public,23241,25295,14824.0,9874.0,38686,98600.0,74.0,1070.0,1260.0,22.0,28.0,okstate.edu,36.1156306,-97.0585717,Oklahoma
359,Millsaps College,Jackson,MS,Private,859,871,22292.0,29468.0,55322,88700.0,49.0,1110.0,1320.0,22.0,28.0,www.millsaps.edu,32.29903839999999,-90.1847691,Mississippi
360,Georgia College &amp; State University,Milledgeville,GA,Public,6804,6952,19686.0,7252.0,46834,80300.0,79.0,1100.0,1260.0,23.0,27.0,www.gcsu.edu,33.0801429,-83.2320991,Georgia
361,Rowan University,Glassboro,NJ,Public,16047,18484,23692.0,9357.0,39526,91200.0,69.0,1050.0,1260.0,22.0,28.0,www.rowan.edu,39.7027677,-75.1119434,New Jersey
362,"CUNY, Brooklyn College",Brooklyn,NY,Public,17679,17803,4211.0,9250.0,34942,97800.0,40.0,1050.0,1210.0,,,www.brooklyn.cuny.edu,40.650102399999994,-73.9495829,New York
363,John Brown University,Siloam Springs,AR,Private,2230,2613,22583.0,15476.0,38834,82700.0,76.0,1080.0,1310.0,24.0,29.0,www.jbu.edu,36.1881365,-94.5404962,Arkansas
364,Florida International University,Miami,FL,Public,55835,56718,12503.0,6471.0,36086,90100.0,54.0,1080.0,1240.0,22.0,27.0,www.fiu.edu,25.7741728,-80.19362,Florida
365,Salisbury University,Salisbury,MD,Public,8714,8721,18792.0,5527.0,34102,89800.0,65.0,,,,,www.salisbury.edu,38.3662114,-75.60088809999999,Maryland
366,Kansas State University,Manhattan,KS,Public,21022,22795,17926.0,6435.0,39696,97200.0,94.0,,,,,www.k-state.edu,39.1836082,-96.5716694,Kansas
367,Concordia College—Moorhead,Moorhead,MN,Private,2059,2140,23393.0,23456.0,49488,85200.0,62.0,1055.0,1305.0,22.0,28.0,www.concordiacollege.edu,46.8739081,-96.75386740000002,Minnesota
368,"University of Wisconsin, Eau Claire",Eau Claire,WI,Public,10904,10944,16188.0,3449.0,27990,93600.0,76.0,,,21.0,26.0,www.uwec.edu,44.811349,-91.4984941,Wisconsin
369,North Dakota State University,Fargo,ND,Public,12915,14358,15265.0,4666.0,33478,98600.0,92.0,1060.0,1328.0,21.0,26.0,www.ndsu.edu,46.877229,-96.78982099999999,North Dakota
370,Sacred Heart University,Fairfield,CT,Private,5937,8543,39973.0,15472.0,58440,100500.0,60.0,,,,,www.sacredheart.edu,41.1412078,-73.26372579999999,Connecticut
371,Hanover College,Hanover,IN,Private,1089,1103,21898.0,26000.0,50450,85100.0,84.0,1070.0,1260.0,22.0,27.0,www.hanover.edu,38.7142263,-85.47357070000001,Indiana
372,Florida Institute of Technology,Melbourne,FL,Private,3943,6402,31592.0,23760.0,59650,105400.0,63.0,1130.0,1320.0,24.0,29.0,www.fit.edu,28.106471000000003,-80.63715129999999,Florida
373,Hampshire College,Amherst,MA,Private,1268,1382,29416.0,30632.0,67114,92300.0,63.0,,,,,www.hampshire.edu,42.3685658,-72.505714,Massachusetts
374,Saint John Fisher College,Rochester,NY,Private,2976,3776,27022.0,17631.0,47770,86700.0,65.0,1060.0,1230.0,22.0,26.0,www.sjfc.edu,43.157284999999995,-77.615214,New York
375,"University of Minnesota, Morris",Morris,MN,Public,1627,1912,11051.0,11572.0,25942,85300.0,64.0,1150.0,1390.0,22.0,28.0,www.morris.umn.edu,45.586071999999994,-95.91394100000001,Minnesota
376,Roger Williams University,Bristol,RI,Private,5024,5472,35100.0,13685.0,52700,92700.0,82.0,,,,,www.rwu.edu,41.6770463,-71.2661597,Rhode Island
377,La Salle University,Philadelphia,PA,Private,3896,5197,25937.0,27431.0,45476,104800.0,79.0,,,,,www.lasalle.edu,39.9527237,-75.16352619999999,Pennsylvania
378,Lebanon Valley College,Annville,PA,Private,1784,1910,27137.0,26230.0,57390,93100.0,73.0,1063.0,1250.0,22.0,26.0,www.lvc.edu,40.329590100000004,-76.515226,Pennsylvania
379,Assumption College,Worcester,MA,Private,2318,2481,28285.0,20777.0,54594,95700.0,79.0,,,,,www.assumption.edu,42.2761217,-71.8058232,Massachusetts
380,Merrimack College,North Andover,MA,Private,3786,4191,32442.0,20113.0,57865,102500.0,82.0,,,,,www.merrimack.edu/index.php,42.683989399999994,-71.11270649999999,Massachusetts
381,Grove City College,Grove City,PA,Private,2373,2383,,6843.0,28504,98400.0,80.0,1071.0,1249.0,23.0,32.0,www.gcc.edu,41.1579008,-80.08866309999999,Pennsylvania
382,University of St. Thomas (TX),Houston,TX,Private,1979,3168,17309.0,23263.0,46506,92000.0,81.0,1070.0,1235.0,21.0,27.0,www.stthom.edu/home/index.aqf,29.7589382,-95.36769740000001,Texas
383,Le Moyne College,Syracuse,NY,Private,3148,3431,23130.0,22291.0,49995,91700.0,64.0,1080.0,1240.0,22.0,27.0,www.lemoyne.edu,43.0481221,-76.1474244,New York
384,St. Edward's University,Austin,TX,Private,4300,4447,22968.0,28957.0,58700,89100.0,84.0,1080.0,1250.0,22.0,28.0,www.stedwards.edu/contactus,30.2711286,-97.7436995,Texas
385,"University of Hawaii, Manoa",Honolulu,HI,Public,15299,17612,15307.0,7227.0,51550,91600.0,83.0,1050.0,1240.0,21.0,26.0,www.manoa.hawaii.edu,21.304547,-157.8556764,Hawaii
386,Augustana College,Rock Island,IL,Private,2591,2647,24745.0,27532.0,53422,88900.0,59.0,,,,,www.augustana.edu,41.4411786,-90.57661440000001,Illinois
387,Covenant College,Lookout Mountain,GA,Private,1017,1068,22202.0,21187.0,45920,79400.0,95.0,1130.0,1350.0,24.0,30.0,www.covenant.edu,34.9775758,-85.3577363,Georgia
388,Howard University,Washington,DC,Private,6156,9392,23424.0,20427.0,43201,101300.0,41.0,1090.0,1290.0,22.0,28.0,www.howard.edu,38.8949924,-77.0365581,District of Columbia
389,Union University (TN),Jackson,TN,Private,2853,3377,22839.0,24075.0,51790,83000.0,60.0,1070.0,1320.0,23.0,29.0,www.uu.edu,35.6144446,-88.8177418,Tennessee
390,Iona College,New Rochelle,NY,Private,3649,3792,26717.0,23110.0,55864,106200.0,92.0,980.0,1180.0,20.0,25.0,www.iona.edu,40.9115386,-73.78263630000001,New York
391,Lipscomb University,Nashville,TN,Private,3705,4642,24279.0,18955.0,47734,84800.0,60.0,1060.0,1330.0,23.0,29.0,www.lipscomb.edu,36.1622296,-86.7743531,Tennessee
392,Carroll College,Helena,MT,Private,1362,1415,26297.0,20475.0,48538,91400.0,78.0,1080.0,1270.0,22.0,28.0,www.carroll.edu,46.5927425,-112.03627709999999,Montana
393,Berry College,Mount Berry,GA,Private,2110,2138,24165.0,21883.0,50632,84900.0,62.0,1120.0,1300.0,24.0,29.0,www.berry.edu,34.2798482,-85.1820652,Georgia
394,Elizabethtown College,Elizabethtown,PA,Private,1735,1766,28222.0,27431.0,58490,89700.0,74.0,1070.0,1280.0,22.0,27.0,www.etown.edu,40.153364,-76.6042521,Pennsylvania
395,College of St. Scholastica,Duluth,MN,Private,3143,4276,23935.0,23314.0,49104,86800.0,68.0,1020.0,1300.0,19.0,27.0,www.css.edu,46.77293220000001,-92.1251218,Minnesota
396,Augustana University,Sioux Falls,SD,Private,1743,2080,18446.0,21816.0,45458,88400.0,68.0,1070.0,1290.0,23.0,29.0,www.augie.edu,43.5499749,-96.700327,South Dakota
397,Louisiana Tech University,Ruston,LA,Public,12708,12839,10774.0,10650.0,29277,100700.0,65.0,870.0,1100.0,22.0,27.0,www.latech.edu,32.5232053,-92.637927,Louisiana
398,George Fox University,Newberg,OR,Private,2821,4076,28366.0,17754.0,48902,89600.0,82.0,1050.0,1270.0,21.0,27.0,www.georgefox.edu,45.300346999999995,-122.972751,Oregon
399,University of North Dakota,Grand Forks,ND,Public,13957,14406,15056.0,4640.0,33017,96000.0,83.0,1050.0,1270.0,21.0,26.0,www.und.edu,47.9078244,-97.0592028,North Dakota
400,Pace University,New York,NY,Private,10063,12986,29588.0,28509.0,64982,107800.0,80.0,1040.0,1220.0,21.0,27.0,www.pace.edu,40.7127281,-74.0060152,New York
